"c<td class=""xl66"" height=""21"" style=""height:15.75pt;width:172pt"" width=""229"">  Statewide Confirmed Cases</td>","c<td class=""xl67"" style=""border-left: none; width: 249pt; text-align: center;"" width=""332"">8%</td>"
Statewide Confirmed Cases,8%
